	IDH2_2	Group_control_3	Group_control_4	Group_control_6	Group_control_7	IDH2_14	IDH2_18	IDH2_19	Group_control_20	Group_control_26	IDH2_30	IDH2_32	Group_control_34	IDH2_35	IDH2_39	Group_control_41	IDH2_44	IDH2_52	IDH2_54	IDH2_59	Group_control_60	Group_control_63	Group_control_65	IDH2_66	Group_control_69	Group_control_75	Group_control_77	IDH2_84	Group_control_91	IDH2_95	Group_control_106	Group_control_107	IDH2_113	IDH2_117	Group_control_119	Group_control_121	Group_control_123	IDH2_129	IDH2_142	IDH2_143	IDH2_149	IDH2_156	Group_control_161	Group_control_162	IDH2_163	Group_control_165	Group_control_170	IDH2_175
ECSIT	19.8832744331314	20.4871241175562	21.0462529300364	20.2282854989343	20.743226535051	21.0051900206607	21.1088130912582	22.3347352593543	22.1205369948092	21.0093979025917	18.5677863705617	21.9256964844075	21.5065654876365	22.0406230170515	22.25408390325	19.215286051459	19.2343183750755	21.1083432333846	22.0315824766769	21.2790189787182	21.2739412763855	19.8273920475339	21.0187203213523	20.8101547331183	21.7381243794564	19.4038381793103	21.1772743583557	19.645116215181	21.634608692441	21.585214542164	21.5552846047679	21.9766817746035	21.4990328790952	21.5519969307089	23.0395689489601	22.3892026413053	21.9046472219625	22.4206044204938	21.2248418586439	21.5467296742267	20.8172116338768	21.4627078415273	21.2180468371248	22.0255263539972	18.3563410506035	19.3019645224359	21.1702972333991	21.2995552622793
EDC3	21.08744870291	21.399715292621	21.6350167762231	21.0739500510522	21.2622216490604	22.0349857408471	21.3312478126624	21.518862359831	21.886921386838	21.2501981318665	21.7279954306785	20.9761578893456	21.5266910834569	22.7493758097891	22.3594150681853	21.6292322477742	23.8774159599201	21.0151307067928	21.8470040731455	20.815567623783	21.9205716206624	20.5940401922619	21.0039038432824	20.068104538837	20.6719294633882	21.2574704756459	22.4351313106058	22.1429695550745	21.7288022516606	21.2439738841425	22.0246798632715	23.4479421773019	21.5353887941256	21.9387113364192	21.1957325519519	18.7736357454349	21.4329580783439	21.2576190941325	22.1248960138032	22.5908946370205	22.0015488468433	21.8002984810954	20.3827696893015	20.2532823431427	22.1874013238861	19.5249611509875	21.6834350055425	22.4359084381858
EDC4	23.4546515799013	23.9676836115025	24.4956357841489	24.5146334540684	24.0360481233264	24.7117909736132	25.77861496131	24.9035980491609	26.2278320684184	24.7284781676481	24.0886917530355	24.7914514866789	25.1700731397177	24.8449047836307	23.9778159381042	24.5463904743524	24.7436533433211	24.2543273203983	24.3633094826128	24.2760592297105	24.4258259861165	24.4318831130838	24.8441704917734	25.1588848218203	25.0983919608933	24.1571143844278	23.8296691910299	25.3660079842219	24.2542110668359	24.2366716230618	24.5482131748936	25.4273197734015	26.5757324584794	23.7572140085093	24.1677708978856	24.889825955678	24.0273565703745	25.4291718048628	23.520660185012	23.7665179719401	26.0113754434901	26.0867907057334	25.3817945676839	24.4339181744059	25.2500264914371	24.7537071046484	24.8831450558789	26.1219654137563
EDEM3	21.7012577350066	20.5042056268404	21.442330426562	20.7017780113541	21.5163235266122	20.2878387654796	19.812003372904	21.6090019459857	22.088177345042	20.7945373301521	19.7685558800439	21.1120309082965	22.3956263065842	19.9815653738435	19.3104810765721	20.0237290715214	20.6871267082008	21.1965640351349	21.4496137241327	21.9282317471182	21.6056601471371	22.1401908945326	22.58415985632	21.7771787920757	23.1447664712735	21.7020369524959	20.7359106644966	20.2138121733487	21.6860407706487	21.0364277755602	20.8341246346789	20.0428067800942	20.5724908429852	18.9582332244966	20.4591068910244	23.0797919034779	21.0273155136972	21.7581477116185	19.8280389470058	20.1572989342474	19.6062855513067	20.8858029485767	21.0316794917428	18.8103308547169	23.2019621844408	22.3724090971076	21.4492856004062	21.1244842190674
EDF1	24.4274608459727	26.4813200351442	25.8742895921728	26.0558357123492	24.9866254588178	25.9179561625484	26.2704874085507	25.6663653442293	25.7911282795413	25.6414155895227	25.4382464020847	25.8884479418701	24.2905629619406	25.2547600177969	25.9758764349834	26.0044069365756	26.0555680787534	26.1698368070378	26.4754150224742	26.4243042803462	25.3223888192769	25.3681633407199	26.4721797106645	25.7244645587	25.4069700031891	25.8159684232932	28.005376863478	26.20039066112	25.6889135771983	25.7945514360153	26.3760645108486	26.4610251971489	25.5152938956244	24.8634581389125	25.6166695274504	23.5785892869148	23.752552018986	25.1916753472317	25.8798272506257	26.4300936911814	25.6258007668621	25.4079882620447	24.4197622335679	28.5752319970793	25.5328380003026	24.1123425972708	25.4963625830087	24.2737576507743
EEA1	20.9683398003342	23.1209081842031	23.901822505319	22.8682587273067	22.4760331217124	21.4408983499595	22.9045644625535	21.2761866270032	22.6489240535348	22.6171805370096	22.6359844085628	23.919428896164	21.0686498349251	22.1164222144998	22.2320828038765	22.1057111389286	22.1525009151325	23.6888918530227	21.4395437127473	23.2128218384762	23.0048579325433	21.5350524596319	22.855804905569	22.4343263832007	22.2921914099098	22.6337438368524	22.7111910066799	21.9378616011113	22.0107048626503	21.7154610504554	23.6902857149281	23.3727633387212	21.6701365109447	21.0725893686215	21.6784583126334	20.6938628448562	22.0639784622783	22.0005204784878	23.6234810605762	24.757865869287	21.0173711438497	21.6521192734456	21.9812180868046	24.9477772940697	21.6440535175865	21.9918838531228	21.8394913281154	20.5242942281568
EED	19.3669483049479	22.4825156286098	21.588965950518	22.1243907372739	22.2115294129158	21.7937382761097	20.8070734234563	22.6897680819666	22.5077563437838	21.5475664336945	21.3916887896969	22.0305082791281	22.8384615493851	22.5052862358211	21.5269511756916	22.1422113234631	20.0227079340699	20.9070151404285	22.4509450711624	20.7378496419303	21.5235130915089	21.1220377233263	22.0695649621854	21.9611079828387	22.4309498189425	21.3128843921665	21.3610737065649	21.8441152773543	22.3469537958303	21.3987173542282	22.4102401129491	19.7913017536162	22.3820343788713	23.4138093079265	24.5901775789075	22.4678006671329	25.0500109501086	22.9152179883122	23.0135095972883	23.484990461661	22.5927941285005	22.711721073177	22.7151026271544	19.0946649836784	22.8263565305454	25.1603884097246	22.1911338173817	22.1335051306651
EEF1A1	34.3871926224521	34.8131435813853	34.8974670289583	34.5255376236481	33.4853688212897	33.7074417890186	34.5820410894673	32.2929666329909	34.4819520597573	34.589572884182	33.7464097496553	34.9378968553502	34.0236617744467	33.911824734056	33.5670636280833	34.7607434985983	35.061952545263	35.4629136320728	34.9925383197671	34.853884842558	34.300741721142	34.4998602984811	35.2449197153021	34.3001179938018	33.6716649491776	34.4891768970598	36.063925115074	33.4505247465538	34.5418674261094	34.1669147129054	35.4766858174291	35.7947138875849	35.0514359811484	33.2110936228018	33.7152814203319	31.7743089829984	31.3466678830189	34.1507826972513	34.8414448900165	33.7864822663766	34.7055607031513	33.9091264982846	33.9303109090666	32.8342120272876	35.1745132280676	31.6190167148754	34.8553994253132	34.5594230908913
EEF1B2	28.4532869306229	28.5722035309541	28.6492702224715	28.4586010220986	27.5585756160121	27.4869303003664	28.5929667392746	26.2103335093965	27.6152286083901	28.1601880075099	27.3813690718068	27.9510257609778	26.2024224301266	26.9253431673446	27.6024285318832	27.6297183157402	27.5223705537756	28.6530612192175	28.7863816467718	28.3673403883659	27.4519221152323	28.0308301620854	29.119813649704	27.4673988645484	26.8990773492285	28.7203876526604	28.5218616881163	27.2297247188935	27.397208775115	27.4429603627846	27.176370730881	28.0365635974029	28.7325182637572	26.3660971587504	27.2028261632054	27.1468357854463	25.138159617107	25.2240927048005	27.0393212549881	26.0819713778149	27.6549657688229	26.2930960965805	27.3304427594126	26.2116647115909	28.0510477672239	25.0772458945181	26.4031108431578	27.6789219018837
EEF1D	28.2734982746274	28.1644257776469	28.435578233015	27.7966925373387	26.4988872545784	26.4862914469562	28.03109472865	25.315357640781	27.113920935582	28.0123694736204	27.3913669484402	27.2078502645647	27.3734291409154	26.6531066131289	27.3568097011719	27.0575887433749	27.0059001560878	28.3432280322362	28.2662612306305	27.9749417641945	27.7685648228066	27.3241548502067	28.8071960612937	27.4235553622558	27.1291295004486	28.9999675246343	28.641215848849	28.4429014057274	27.1792031274862	27.4897613899111	28.4137702674514	28.2280525101801	28.9113547410257	26.6616909456782	27.3670625666602	28.3241326466133	26.1422032308136	25.6302979205132	27.4943472708845	26.4882198743788	27.8887400732485	26.6104457247249	27.0844344010402	26.8345482954947	28.4293801147466	26.0124873817248	27.9417018234147	28.5282941802566
EEF1E1	22.817600730696	23.3322052998917	23.4767756923723	23.8644973608422	23.477148064486	22.1007870616621	23.8367474362735	22.0265034638684	23.3494534845392	23.1096156353162	21.6437131863898	22.8816694993517	22.3090646041309	22.7571519360595	22.2941475445355	22.9962867876693	22.2229621409295	23.1839341617611	22.958268782291	22.8654352995805	23.1513203330943	22.896148669008	20.5376248060671	23.3356068291448	22.546697242073	23.5274068529806	21.8861714205972	23.0749938323399	24.1248878833706	23.45543783147	23.3691995066279	23.2929823029601	22.6003285655082	22.5130915130483	22.1684696832713	22.4640208061258	22.7405014478024	22.061459917015	23.5380158063539	22.2169913632733	22.2812874152717	23.2365735290524	23.0103934481235	22.7577085141987	22.7050547315074	21.7645295416291	22.9621966089352	22.5240571051842
EEF1G	29.4526417854467	28.9253464230629	28.7042224765789	28.6814829789655	27.9850218431485	27.9601919815796	28.6839863694043	26.2506856896901	28.2171065524986	28.9512032714789	28.2436534707958	28.4883575289569	28.9299672474809	28.8126335389844	28.3916548540015	29.0897112701695	28.3267018929721	27.908284331309	28.3340390436515	28.6324933099309	27.7781298909277	28.644393936025	28.9872155484959	28.273043056232	27.4571839257964	28.838501095658	29.0273964573942	28.4546160894594	28.7218913616592	28.6135486920115	27.550937644347	27.6541628498649	28.7676046071516	27.0714163372906	28.321924706423	28.6462431683926	27.0097101858506	26.261087473241	28.7172188683932	27.3698652408164	29.7930398194203	29.1065245497189	29.5740499522511	26.1109213168857	29.0215054403786	26.7564275065096	27.9936965526883	29.2785821632214
EEF2	30.6450436636919	31.0112959018331	30.1858125757703	30.6773072985313	29.6189172578065	29.53948138894	29.8839912505149	28.5462731848518	29.9454840653844	30.5690703442326	30.0434011073543	30.2608382292427	29.4308853926279	30.2480429699168	30.1183299867391	30.3527907784677	30.2568980151278	30.1165599225961	30.4890214801281	30.71099848229	30.0065022241344	29.6759641711119	30.9867187404159	30.2645392906751	29.442591987167	30.218323486665	31.4746833361054	29.9536916525463	30.6771182427744	30.1931122114296	30.7245204874929	30.8572488065969	31.3203813472525	30.202569519284	29.9584169721545	30.6634049476131	30.2172829241598	28.6906724838005	30.991180364892	30.3934366536107	30.3017917986394	30.8282512384662	29.2753687979359	29.6723727217745	30.8955085906918	27.1269693008115	30.1107793904408	30.5217524799554
EEFSEC	20.9779192954057	21.6296953090891	23.0980105363373	22.2979325237425	21.746433385634	21.8456752975817	21.9651680136291	21.8494415015002	22.6390271655543	22.4262109944471	22.0179482799964	22.9625758372448	20.693159596633	22.9978944575326	23.205598990518	21.7514717985888	21.6478029089783	22.850397495258	22.788449149028	21.6110696693292	22.1170955391323	22.3902099451187	22.4426314728088	22.1989362603292	21.321661602003	21.9305742739231	23.9867354001315	23.2808231338235	22.4131157904055	21.9855335621098	23.9502449343459	22.9706409499743	21.5538120097978	21.9643480272958	23.1288717719911	19.5333012461643	22.2873653624096	21.9964953593237	23.2216616377878	23.9686684010695	22.5030440700068	22.7309666250224	21.7858194704666	19.9956754959575	21.5582564435049	22.0944161896787	21.951747429247	21.5920039740179
EFHD2	26.5693291845277	27.4118150556663	29.3020608745729	28.1456227599281	26.939067938504	26.0173722778161	28.4478460451116	24.6571424553259	27.4200608232586	27.9286498803976	28.4591055482021	28.1947258072848	27.5175976563514	28.0779987972133	27.3154476343496	27.504737644348	27.4358088513223	28.9447741564853	27.1098834475563	27.7134100071822	27.9226446531736	27.1400958168901	27.3074712854384	28.152549166417	28.4482288571846	28.1534085015911	26.9909314185266	29.190823368825	26.9274384159007	27.6885503395952	29.2515721315965	29.4696358623691	27.9251861188757	26.6150341880558	27.4039811327565	29.1439729574993	28.2827731438318	26.4336626540322	29.2763930392914	29.0771938330557	27.6910475717955	27.9071256005255	28.5625043243318	28.8028604206308	28.4215895615258	25.4833356946276	28.3944483811465	27.3399751289772
EFTUD1	22.3237085103981	22.530615081273	22.8407780105468	22.4320021738923	22.3779587128327	22.1495068731929	22.1873141960251	21.5444124890051	22.5609917907926	22.2709048732954	21.5959311266355	22.7722987883019	22.0699234741531	22.7638604679996	22.9662847371353	21.6438900293897	22.4725916638545	22.5765451225965	22.4367633789105	23.2650185450556	22.3780790720291	22.6190646594549	21.9017939558804	22.3361221317674	20.840046716503	22.0389783792955	23.7166773154275	23.2272991478065	22.5499121341826	22.2971124100906	22.8623374579124	21.408880287361	21.8290926505498	22.2395853871965	21.2957545991367	21.3531889054927	21.054899842879	20.4147389434436	22.5754352481224	22.9746659448474	21.7574015650737	23.3552784770167	22.3878272571287	19.7350870105363	23.5577740623752	17.2338474999236	22.4689968822569	22.4516482410819
EFTUD2	28.7105194564134	30.3457951064214	28.9436809994657	29.8233905307795	28.7598356418083	28.7083014950326	28.9781951690927	29.3380386502421	29.3009600558672	29.2928478841118	28.5145627455739	29.4633596914905	28.2482794137104	29.0389779639494	29.2006893790313	29.614534872144	30.1213712429867	29.3167586458281	30.1251882177663	29.2843173563549	29.1335563087933	28.9214635186277	30.0427345212614	29.0342666676067	28.8986526759006	28.2810725857593	29.5926443744145	28.4782185803284	29.2869661552746	28.6210507062241	30.7971601828016	31.094038343658	29.9973867139061	29.4144396453967	29.7399785160135	28.1048862812494	28.6202772216974	29.3153161556542	29.8272428598036	29.3203889360983	29.2704235408583	29.7708134812962	29.0178188792364	29.8280395166865	28.6931336221219	27.9589426769914	30.2251851071833	27.6353813655496
EHBP1L1	24.5857100650078	23.4279858236564	23.8387334511809	22.8379765583984	22.4772738394475	21.2166746867046	23.7138442457401	19.3981583575278	21.6235574071238	22.638575704466	22.2692513291688	23.1391472832992	21.9187578877688	21.1966464181315	20.6050834715139	21.8875467948454	22.2435782530638	23.5621943745318	21.335092591787	22.4389457915929	22.6121851963141	21.485308334622	21.0475165143684	22.2667717811518	21.6603486898021	19.4959109768199	21.0790845338728	21.2381977871315	20.3591797145927	21.1786053718398	24.1171070427751	24.3661454360757	21.8712914804958	22.6842672796498	22.4047542770681	21.6882981095903	19.3744919401029	19.8694579257893	22.6322197249318	22.4105289030086	21.8508016420208	21.1795212319512	23.4591581675424	21.0796491722317	22.9246617706315	19.6464800981999	21.9357190873427	21.9799590974633
EHD1	27.4953951312743	25.9369623423159	27.319321799028	27.1398767660732	26.680017616962	24.9770160299303	26.3461279095445	23.9560936541067	26.5496107703383	26.6258962584749	27.6403761124976	27.3818248595455	26.0377387912091	27.0388111323106	26.3232196930278	26.8794447597259	27.3297996197178	27.4139881563996	25.3333920550569	26.9624583844987	26.7550282757309	26.9002766202431	27.0412219156424	26.58855232649	26.0108965742556	27.1953002979863	25.4278001956242	28.8420229887893	25.6616177870247	26.8712058911299	26.7239848469094	26.8450273361823	26.055857300495	26.2356486731532	27.2924030982942	26.5056876823248	26.7945755013532	24.729652260387	25.883650392484	26.9793998279998	26.0361465173422	25.4965553106049	26.3922581743225	28.0393717780419	26.1700908268137	26.1530924404098	25.2417557621926	25.7409785073583
EHD3	26.2953181154116	24.5011345298216	25.3661435448709	25.6071864085336	25.0816413542107	23.2141869594681	24.3584259630589	21.9746241501981	25.1653448786053	24.6588969858261	26.3754788084478	25.4028367911069	24.460397022154	26.4544475059985	26.2132719039616	24.9053907083272	25.9281636796925	25.9086368698849	23.9940372599468	25.6109128162931	24.7966563194266	24.8616619657646	24.508541917461	24.1202309540827	24.6871661664383	24.4881696154606	24.0452655379403	27.5431069356754	24.2003264070587	24.6686145183039	25.8192563598175	24.6720544925458	24.2650255192892	25.0847819851353	26.73054551462	24.9147701529349	26.2682659234865	24.0955445090651	26.0358691462482	26.8192462515107	24.1201465143888	25.3332710858771	24.1006813713745	23.1420424730915	24.5648761895686	22.5902704752322	23.7800315737143	23.6514367179364
EHD4	21.532159449264	23.9531845263416	25.4989580503351	24.0954584099381	21.69125030032	21.5755306511752	22.4786376056318	20.9392019193525	21.2281291233665	22.3149647798442	23.0380346625577	22.5328402654152	21.24806339021	20.4386688705988	21.4088521596444	22.2400116202849	22.1649946541866	24.6164870565127	21.1821669174527	23.4718721600182	21.5786673229221	21.304091410536	21.8913199898835	20.9921939933776	20.1038538640878	23.3240157061161	23.2907793124066	23.2665981607203	21.0415023341811	21.7101807866058	24.585593403403	25.3211806992433	21.2284554241765	21.3464705951838	21.6497054004684	22.2270148648086	22.7756166450976	20.8181020499257	24.3765534449698	23.8845881340865	21.8956838847429	18.4842927835132	20.3680253459836	27.2184205919745	24.9883360379703	21.7578065827385	24.4466288173571	22.6624548404566
