	Group_control_4	Group_control_7	IDH1_13	IDH1_24	IDH1_31	Group_control_41	IDH1_46	Group_control_56	IDH1_58	IDH1_64	IDH1_68	Group_control_72	Group_control_75	IDH1_81	IDH1_82	Group_control_107	Group_control_110	IDH1_112	IDH1_115	Group_control_123	Group_control_126	IDH1_133	Group_control_141	Group_control_148	Group_control_151	IDH1_158	IDH1_160	Group_control_176
CHCHD4	23.5981370531821	23.8091714951405	23.7379410951279	23.7584949898324	22.8094272600095	22.6643984653849	25.674627848459	23.9249675191887	23.7155228356361	23.9161977285663	23.7658975932892	24.2987624161953	22.0890086263903	22.4414278978022	23.83130380205	24.2833607419106	24.7823417452479	23.9705299584141	25.6591845895308	25.4204708740379	25.4411201858701	25.3363492702645	23.3756742501792	24.6841859767024	23.179221348264	25.2148476501613	22.3864815534483	22.7276204445797
CHCHD6	20.0203976212822	20.7570635744374	20.8998858376415	21.8674968919383	19.628703076412	22.4903805895529	23.0544628229982	23.1808398440486	21.5143453039503	23.5980546181495	21.0354673858533	23.3185521245642	20.3592172723648	21.0581141847962	20.4067208756903	20.0836177700881	22.5606346631301	21.5037089888495	22.1575617479876	22.6771429729363	19.8283307508557	22.2926811155509	21.809441232939	22.9878507206748	21.5556844839997	22.7955779091441	19.6562677502707	21.2694741398029
CHD1	20.7455250027335	21.1166841672798	21.9982961339727	22.3271683858661	24.3468929381345	21.1924311421165	21.2507622020276	21.4768583043042	22.3409374276276	20.9821599700103	21.3026833613267	23.0552891335028	20.8954093112614	21.8494179877734	21.6750229400366	21.1341017371572	21.6787728924363	22.4128809766672	22.1111646754726	22.2229825740645	20.458657446557	21.2469724690637	21.587439320047	19.8373365712328	21.4068560635816	21.991361985551	21.7997519072694	21.0425382098711
CHD1L	25.0667284700549	22.0399657125976	24.6682774191955	23.8368477575031	23.8294415078188	21.9268783335321	22.6954914429242	23.0171372377589	23.3573882186859	24.4892073449066	24.1252007932225	24.9454648952242	22.8399746760242	23.1412936890879	23.2848397744621	22.9122522289511	22.2472957271994	20.9320410788974	22.3763175970376	21.8869933259918	21.1438221753759	24.3048655968802	23.7054743365264	23.3870155845879	22.366998467194	23.9413518836677	19.3673392144325	21.1923188090162
CHD2	20.6123353965587	21.0739082593175	21.4085801090589	21.4381797016709	22.3688859023237	21.8198015075974	19.5958467206242	21.9441039471969	21.842010201637	21.8106564511413	21.4400856370209	22.9236287840712	21.8110878537135	20.846124575488	21.5221982543552	21.1023624462577	22.418370505148	23.0999933437914	22.4449610270831	20.613093604887	18.7687605293939	21.4458912613014	21.1544576843754	23.8790611552335	21.6364032715374	20.5691387872923	19.9566224308329	21.1953196147012
CHD4	23.9210266302834	25.78889533805	27.8100488366898	26.3288149016304	26.3516908208546	26.0435364979566	24.9517366443208	26.3179080757096	26.5312596008399	26.2354742762993	25.83811261527	26.8828167847828	25.5043583044883	25.4058488139201	25.5548338595984	24.7184054314905	26.8930334439692	26.6869083161519	26.6080451179235	26.635523064425	25.1364518471351	25.4814411105267	27.4244103320787	25.3813539282616	25.2334171091841	26.4366660802901	24.0726746633383	26.0524265819115
CHD8	20.7435917913787	20.4492068796621	21.4899192554643	21.4936657529434	21.6105188271301	17.7133617878878	18.8673001519261	21.6863809050925	21.1199990414738	21.1793042473477	21.0814460768064	21.4818282141078	21.2516828516089	20.9105986168653	20.929077469145	21.9267328195705	21.68207666408	20.7985196528631	22.2675960987562	22.9218961866231	20.2846269465095	22.1552355590055	21.7230815077914	21.4118795119085	23.4054647845762	22.8482651320374	21.2544997435161	18.9268692132595
CHERP	24.6981198871078	24.8130275584919	24.9080389080408	25.7033056127522	26.0336775529914	25.2456684325434	25.3718638671781	25.8598235463265	25.5757338213583	26.0106879619784	25.8254313258606	25.7774815522553	25.0139429792389	24.958137261881	24.6712264279052	25.2837254832628	25.8892639423203	26.3295094736725	25.7623661388552	25.0215368413312	23.687365667215	24.6319534165505	25.6937822149291	24.6218038431344	23.9674377838537	24.4199515365322	24.6583511421375	24.7170969059655
CHID1	23.0710195660925	23.9075055891275	23.2606398678001	24.774080163866	23.1092914242583	24.083390026752	25.5032645315022	26.9298848851043	26.7037915007798	23.9200641512759	24.7131855840872	27.5410752510892	23.9522348447479	25.5834878543047	26.0817637963327	23.7161074787836	25.7399450055883	25.3172424982327	26.0056766575011	25.9601830888344	24.6062181387572	25.1012765403021	26.21706213321	26.0348226470323	26.9512196674202	25.8779535718051	24.9104909544337	23.3008320382256
CHKB	28.228250382659	27.442584528669	27.8449332027785	28.2538606024901	30.0072925041119	25.7440907152697	26.1589117197846	23.438635020905	25.4181626689924	26.0544160486678	27.3237278336254	25.3215899193344	28.5931251061804	24.774063801614	25.9961109917551	28.1544433564747	26.3375092915246	27.9663047053626	23.7954534279088	24.5978605886734	28.0213946934504	24.6694346337128	23.6909896783159	27.6706368460946	25.1545593982491	25.9166466528017	26.8600624709885	28.1570012536595
CHMP1A	24.5449345276662	23.6994833911818	23.7344786270297	23.4018463487743	21.8836209983704	24.0680253245666	23.5752613058087	23.0173536420151	23.3897190145522	23.9108020491134	22.0023183214057	23.5898942078546	23.6210497711615	23.7938679369332	24.6022800319011	23.6752503552257	23.5470341164867	22.2974365194953	22.477032137842	22.4998501793615	25.1943616260764	23.3126809364097	22.0492604295859	22.9350192282774	22.9588496807682	23.139761665049	24.3465414629502	24.1203549562026
CHMP1B	24.6054844385323	24.9406339348585	23.3763728639803	23.8630038185944	24.7107694813475	27.5317052865344	23.810117631515	25.2553631780949	24.7636263558915	24.8404747334622	23.690314800097	24.953890234263	24.6364473948399	24.7252430014303	25.1629257517409	25.8838866202725	24.6440738525291	24.543279889647	24.1664424576734	23.2680708616844	28.603450007697	26.2095692976634	26.4561744092869	25.3305566358719	27.699112776617	24.3400695121182	25.8267898557534	25.901289849428
CHMP2A	26.4063429502724	24.8696677657972	24.284376268815	24.8291045527255	24.7719974588828	25.5517938932696	25.1169685073538	25.1097231137171	24.9300989366597	25.5389555375086	25.1902848341092	25.3424080087744	25.2303472353723	24.9593635526657	25.1939292681696	25.966856012074	25.6736098876083	25.5463713246267	25.7267604252461	26.000780527285	24.7137710540555	24.7894380072139	24.2574494591705	25.3434831834383	25.5389799188444	23.2403607902502	25.3017642764731	25.963599848244
CHMP3	25.0048368528008	22.9718312934086	22.7471702757974	22.2734424225434	21.7567359695242	23.2170660816486	23.4029025292737	22.578500237527	23.2866095999798	22.817037230814	22.7038143580875	23.4320200895301	23.8474374769778	23.4868480052816	23.2168022763338	20.7020578532634	22.6814315189037	22.8298631243353	23.174228943302	19.0983633104479	17.6629390372551	21.1826282702401	23.7445280912833	24.0547814112138	22.221315121965	25.6122668530749	25.3636558937273	23.3217943971698
CHMP4A	25.2017214450309	23.0498522412199	23.0501218074336	23.1315430059134	23.226596958033	22.8713242150996	24.8759230199221	25.2418162716609	25.6822624231776	23.2326920990444	23.9174815612354	24.7162062262766	24.6427952530198	25.50957858736	25.3693032773401	27.7903071281543	25.1380382075791	23.978464781139	25.9452421622383	26.4656601503107	26.9961723165434	23.5975410722332	23.2226043063409	25.2593884895049	27.5316880171219	25.111247719275	25.3126710509823	25.4497118746793
CHMP4B	27.4572452989071	26.0585494681426	25.0448063979171	25.6921247261853	25.1294828630647	26.5924386801636	27.1311439078397	26.1492281715289	25.3454219850308	25.1609405828949	25.5998948101184	25.8135922091287	26.6586874606044	27.2970200352198	26.6269726792351	27.4609687042202	26.2204057350556	25.5914266907537	26.8790409544041	26.5914054500746	25.8637288441977	26.0810107425697	25.8784760340637	26.5039149395773	26.6172069115536	26.221892069553	27.5976835914942	26.8607397594208
CHMP6	23.0146246169441	23.9689355439686	22.129913202553	22.3210225049919	22.3047436808058	22.9550726622232	24.6720125028428	24.8205637466718	23.5248274051314	23.3199030142662	23.4287397622334	22.806409811999	23.8746467054489	24.2097969172215	23.3990435138989	22.8779882217301	23.2125885521078	22.6131703291938	22.7035352592616	22.9124176802045	22.0634825561409	23.961763862256	23.070890495841	22.9157448225312	22.1818862664975	21.745685447038	23.7849002835322	23.6129879642228
CHMP7	21.7425859724421	20.1879636616579	20.815401616047	20.7935114226504	20.5004082740175	21.2976468914485	20.937423266097	21.5075588547744	22.1064850565327	20.4237504274843	20.3523945648437	20.5644184376067	21.6023875890985	19.4546307816002	22.5662478015457	20.7277233980408	19.4022001179137	17.3540996696965	19.741869890672	17.057326418463	20.8296924838286	20.5398066408716	20.600563777327	20.5704132023597	20.3441380425622	19.9600473679794	21.97477966963	21.5363727223673
CHORDC1	24.1345743502358	22.6466478311922	22.6159427348781	22.7448863080049	22.4379621408815	22.8019161566825	20.0444383166381	21.3490066697807	21.127876156397	21.0744780256768	21.4229031390839	22.1264676392281	21.6089229976338	20.5706708113311	22.7255790418615	23.5397957178367	20.8982027405634	20.7003442553307	21.0462970388421	21.140932439497	22.2049099509992	24.3532103077004	22.8178562126195	23.0467415322439	24.3827752591752	23.3412773083604	23.2891902674828	23.5771081385559
CHP1	22.4717961808593	23.316808531586	23.3858225164981	23.9349798741843	21.4094504192815	22.9352788862622	23.2659474890421	23.2554560315634	22.3490742276582	23.7906976869594	22.5680279008391	22.6084576254387	23.2042263199479	23.285534339276	24.3150250223097	23.9156899107401	24.5725306054514	22.9407198112772	23.1031906394887	24.3372954373384	24.1311098078917	22.751227307347	21.4648823763235	24.8152403942168	21.3706444180553	21.8418266445629	23.1350238754134	25.3524309480722
CHST14	21.4394180365497	22.3592774059975	22.192930121939	21.9325480113319	21.9161970523936	21.0304741968263	22.9205807232037	22.0257604865113	22.673709465759	22.4499290507094	21.6072074305575	23.9926802363203	21.4702222964027	21.49258179636	22.3653092362507	16.8264475669684	23.2084624442909	22.2631003775221	23.6289808471406	23.1972489621272	22.802531944737	18.9056226872079	23.1322194620292	20.5466664419866	22.3123780329459	22.9495711778086	21.1715159247642	21.4737886114936
CHTF8	23.9904346887006	23.5973694361876	23.9500749739402	24.6055733830902	25.0491968840392	24.8031794365523	23.6354505429145	24.024686600415	23.4798441737565	23.9211894534078	24.5650352303384	24.4245798507113	23.7981694413314	24.261892635148	24.2632611242426	25.3591062991492	24.5947913899323	23.5451657525585	24.02130733656	23.9113252995656	21.6115727615328	24.8046151590441	25.0369952975644	23.0907870118422	23.7724286951767	24.7465632668391	23.5718430798937	24.3158545611935
CHTOP	23.5031067308387	22.8704386859349	24.1125080085939	24.9070389388344	24.920017970078	21.5343210129063	23.6522290862401	21.1264709597235	19.1552648000398	25.2005569887177	22.1832755603844	19.3553390046894	21.842755009861	20.2141087319754	21.4053543829936	21.6484802270347	20.5128444681915	25.776250352442	21.3801510982542	19.5369296660864	25.3850137757299	24.0372023859441	22.1805601052572	21.4440804652212	20.0959367877277	23.6833835834064	22.6958530780165	20.636563825365
CIAO1	24.3496657538819	23.5753394829133	23.8183136358558	23.8181937106244	23.2348636006173	23.9480508049663	23.4000459930927	23.0680643727023	23.6066282139498	23.7911304954717	23.955929384075	24.4275950833467	24.2773750261131	23.5508026764442	23.6322840211594	24.5860237345386	24.0281729126232	21.2588259326091	23.1539590779775	23.0012155599712	23.6780025763997	23.1412022038496	22.691101026327	23.8873999325699	23.8756246714515	23.1259983543589	24.5434116282299	24.1577063308112
CIAPIN1	24.9137739418199	24.1732500156593	25.277354411558	24.9069668040823	24.4562636491842	24.394940020832	23.9741809115649	23.1105084608053	23.5875557855093	23.3515990243145	24.5596106969846	24.6149867422078	24.2535417040376	24.4786864189424	25.0586044733343	25.5735917708781	23.8243201033456	23.3552493773758	22.629842396573	25.0637645251781	23.5440771957539	25.4778632268253	25.2681583239661	23.6739964821216	23.2758819160036	24.5057486106139	24.7800857496877	23.9873673273335
CIB1	21.0013869682351	20.5427512261134	19.3737741694884	19.7507025931972	18.5338995176842	18.7523534192754	19.2136046695409	22.4477632129217	19.2944415906342	21.0950797108607	19.3203915212449	21.4669251743354	20.8361866798329	22.5086719136581	21.4958257890078	20.9870045507885	22.1509092715176	21.6907688278512	22.8765865294162	23.2321477551663	20.637028062183	20.5928689644755	20.0965871186934	22.185481446734	20.4704604203424	21.2408143174789	22.5554932774884	22.6308300342864
CIRBP	26.0111454977217	27.3787885539609	28.8536800023185	27.3791834531	28.8134912116771	27.1916909192977	26.9093151183526	26.4616726365342	26.532990834889	26.8936894617545	26.9650882734108	27.2741189607231	27.455473504737	26.0984289952492	27.7024296974657	23.8538271473868	27.1463418392485	28.8209428206348	27.27618604526	26.1996127578204	27.6728107176708	25.89966397593	28.0351897045895	27.1320643603804	25.9364279756589	27.9232190504221	26.2222037125603	25.5680850027843
CIRH1A	20.4518788541111	22.2297233913257	22.779299094358	22.9343698746752	21.9799641732009	21.9660186499915	23.1532441524478	24.0904590673291	22.1234800041144	22.35468232411	22.5868550711227	24.9848793237413	22.4373906248642	21.210246376858	21.8668580996236	21.9714130849868	24.2587877149093	23.3134545020413	24.2386060636187	23.4475854056222	23.2397839577297	22.3206549723938	22.7524732733664	23.001513042712	21.5895445366094	22.7587891856015	20.5815257877932	21.5507852458258
CISD1	24.2565253620421	24.7074799893005	24.5658172173916	24.2802023705186	24.9253992225805	23.1768148900079	26.4312492626532	25.633637817816	24.1924201083524	26.7792981719624	24.5629000416778	23.8893111366406	24.21587293652	23.6485596924148	24.1288596542334	25.2270997029079	25.8766980685142	25.142315724525	26.5570314212777	25.2295734662274	19.0821382971869	25.6036518074404	23.1919037558708	25.5313797855637	26.5007669948034	25.2857128305697	23.6992907598058	23.7156068624812
CISD2	25.7537687024271	26.8631549193968	26.0248579930938	26.2216659409435	25.5599974902163	26.8921874288091	29.270271125817	28.2281805793507	27.2386995410902	29.3768417391822	27.3128499130171	29.1435920486078	27.0766650678507	30.7350777332614	33.7364295712318	25.0995943151941	27.1763787499998	26.8722369211045	26.4124589512302	26.8778525504431	25.0577384057042	26.7938030814217	26.9792090694108	27.8382491559451	27.413704416678	26.3531484643731	27.1800666580081	25.9128458367055
CIT	26.6460178774152	25.6559365630817	24.6415875609391	22.1463409894411	23.7911523814336	25.0931178589198	23.8551874245923	25.0253831616268	24.2013359637051	23.1875357442646	25.2416447775649	24.3442217369337	23.1593585041762	27.7717532653747	25.1051025345021	23.846916638141	23.6340719083035	24.9557896826884	23.3665546192029	25.494711960842	27.4267157975959	24.7529378226794	23.5564295118522	25.8405204789253	28.4922632292466	24.7827749123654	27.7315656912887	25.3524453750226
CIZ1	20.2768078108993	21.3471691270123	21.3184549498546	22.1795085484312	22.2438619500803	21.9647635053059	22.2751766697116	22.1132743676916	22.0155231342047	21.9745321808358	21.7675197035011	19.9428332792399	21.1338290937187	21.8656483069834	21.1249666017968	21.5773986423702	22.3532761049031	24.0402698366907	22.1935137084065	19.8261178870326	22.7973382425898	22.5254743873487	23.4189839553067	22.3924793312007	19.1340198692154	21.6550841984702	20.1266584683518	20.7850604259237
CKAP4	25.4580450729456	22.133481205148	20.5146429808729	23.0516754084498	19.4927579227091	24.0935177459391	24.4969270326806	25.2327994276554	22.8060334549093	20.1293685043912	20.9105011414115	20.6418911613024	24.2935187836206	24.2525006904318	25.8464746621141	25.4098170298365	23.2635878218033	24.95972824015	21.8077370544728	25.4940627480736	23.9156721574357	21.8691635593477	21.5204261353977	25.2555509206961	20.1707693794986	22.3830969700036	26.0001296649162	26.0535086031922
CKAP5	21.4500795529019	22.6260317190579	22.7381822856926	21.7876292944747	21.4869375699276	21.9952332245695	23.8219910117015	22.2295555879872	22.4178619272078	22.9671929306697	22.4451247103058	22.4498765865442	21.5394716583654	22.2236819352809	22.0923513345145	22.0762681605584	21.5839589743491	21.2851406901549	21.7429456201865	22.484557611928	21.8748213256438	23.3276416839837	22.334106138459	21.6739883469372	23.6681362706708	22.8688812441717	21.1959984596081	21.8405649717387
